words,counts
strange,2
ability,2
yup,2
dog,2
free,2
attitude,2
angle,2
behind,2
computer,2
except,2
facts,2
confidence,2
average,2
congratulations,2
byrnes,2
check,2
dick,2
deep,2
downtown,2
draft,2
amount,2
amazing,2
drawing,2
buying,2
clean,2
grateful,2
degree,2
forget,2
compete,2
company,2
already,2
anywhere,2
closer,2
found,2
friends,2
destiny,2
chosen,2
casey,2
fuck,2
calling,2
expecting,2
definitely,2
children,2
clubhouse,2
coast,2
ass,2
bench,2
bonds,2
dollars,2
coliseum,2
approach,2
college,2
attack,2
development,2
apologize,2
aware,2
alone,2
ballpark,2
failed,2
dye,2
hand,2
fast,2
figure,2
counting,2
built,2
ballplayer,2
disrespect,2
crazy,2
happen,2
budget,2
happens,2
happy,2
fielding,2
create,2
bigger,2
fellas,2
elbow,2
denise,2
bucks,2
healthy,2
brother,2
crowd,2
direction,2
fabio,2
division,2
hammered,2
decisions,2
blackjack,2
alive,2
fair,2
due,2
fall,2
cell,2
fantastic,2
assistant,2
alan,2
far,2
dump,2
eric,2
ahead,2
gutted,2
ago,2
days,2
date,2
fourth,2
chance,2
champagne,2
fire,2
carry,1
song,1
case,1
hectic,1
casino,1
softening,1
celebrating,1
snow,1
snagged,1
smile,1
smell,1
smart,1
chair,1
slump,1
catastrophic,1
spending,1
soon,1
steps,1
starter,1
bus,1
state,1
bunting,1
bunt,1
stats,1
bunch,1
bumpy,1
stealing,1
steinbrenner,1
bullshit,1
butterflies,1
bullet,1
stock,1
stolen,1
store,1
building,1
budgets,1
strawberry,1
buddy,1
street,1
strength,1
busy,1
button,1
cares,1
sliding,1
cannot,1
candy,1
source,1
candidly,1
calming,1
calls,1
specialist,1
specter,1
spencer,1
cagey,1
spent,1
buyer,1
spin,1
splitting,1
byrnesy,1
sporting,1
sports,1
buys,1
stabbing,1
stand,1
standing,1
standpoint,1
slingshot,1
shocked,1
slider,1
saby,1
copy,1
royals,1
cookie,1
convince,1
conversation,1
control,1
runt,1
ruth,1
sabean,1
sabster,1
sacrifice,1
rounds,1
constraints,1
consider,1
salary,1
sample,1
connects,1
sat,1
sauce,1
congrats,1
scarf,1
concept,1
routine,1
core,1
slide,1
course,1
respectfully,1
responsibility,1
responsible,1
rest,1
return,1
credit,1
ricky,1
rid,1
righties,1
crash,1
country,1
cost,1
roar,1
counters,1
rocco,1
rodriguez,1
role,1
rolls,1
romantic,1
costs,1
coste,1
root,1
comps,1
completely,1
compare,1
signing,1
chocolate,1
chest,1
shock,1
stroke,1
checker,1
shoulders,1
cheap,1
shut,1
sides,1
chavvie,1
chavez,1
commitment,1
chat,1
chase,1
single,1
changes,1
changed,1
sizable,1
size,1
skills,1
skip,1
sleep,1
shaping,1
circumstance,1
clamp,1
classic,1
column,1
scouting,1
code,1
scratch,1
clown,1
sec,1
cloud,1
secretary,1
security,1
clothes,1
seem,1
sell,1
selling,1
closed,1
clock,1
sensation,1
client,1
clear,1
serious,1
cleaning,1
setup,1
bronx,1
swinging,1
strong,1
argue,1
assembled,1
venezuelan,1
assemble,1
view,1
visalia,1
voos,1
vs,1
waddled,1
waist,1
arms,1
waiting,1
apprenticeship,1
wedge,1
appearance,1
apologizing,1
anticipating,1
anthem,1
answers,1
waste,1
watching,1
wave,1
angels,1
wear,1
wearing,1
asses,1
variety,1
value,1
usually,1
attention,1
typical,1
unbelievable,1
attached,1
understanding,1
understands,1
undervalued,1
undervalues,1
unfair,1
unfortunately,1
unhappy,1
unhook,1
unless,1
unorthodox,1
upcoming,1
athlete,1
upped,1
upper,1
upset,1
uptown,1
used,1
asshole,1
usual,1
weather,1
weed,1
august,1
yanks,1
afraid,1
worst,1
advice,1
admit,1
wow,1
adept,1
additional,1
wrote,1
added,1
add,1
adapt,1
accomplishment,1
week,1
accomplishing,1
accomplished,1
accepted,1
yesterday,1
yet,1
yo,1
accept,1
youkilis,1
absolutely,1
younger,1
youngsters,1
agent,1
agents,1
aggregate,1
world,1
analyze,1
weight,1
weird,1
analysis,1
amateur,1
wet,1
whatever,1
whatsoever,1
also,1
white,1
wife,1
wild,1
allow,1
window,1
alicea,1
alex,1
winter,1
alds,1
alcs,1
airplane,1
women,1
wondering,1
wool,1
attrition,1
awake,1
strongly,1
born,1
breakdown,1
break,1
brain,1
boys,1
bowling,1
bowl,1
talked,1
bounces,1
boss,1
taste,1
bosley,1
book,1
board,1
tearing,1
teeth,1
booing,1
bonus,1
telling,1
ten,1
terms,1
terrible,1
test,1
text,1
thad,1
tables,1
table,1
breath,1
resent,1
struck,1
struggling,1
studied,1
study,1
stuff,1
broken,1
success,1
successful,1
suggestion,1
suggestions,1
suitor,1
superstar,1
superstitions,1
supportive,1
supposed,1
bro,1
surprised,1
bringing,1
swallow,1
sweeney,1
sweetener,1
bright,1
brent,1
bob,1
theoretically,1
tv,1
transition,1
batter,1
basic,1
based,1
bambino,1
top,1
totally,1
touching,1
toys,1
track,1
bags,1
training,1
travel,1
blown,1
traveling,1
badly,1
trip,1
triple,1
baby,1
true,1
ba,1
awful,1
awesome,1
turnaround,1
turned,1
tom,1
toledo,1
bean,1
together,1
thick,1
bloody,1
block,1
bleed,1
bitch,1
birthday,1
biggest,1
thought,1
thousands,1
threatening,1
biased,1
beyond,1
throwing,1
bennett,1
ticket,1
beginning,1
tigers,1
till,1
becomes,1
become,1
titanic,1
beats,1
beans,1
cross,1
dampen,1
represents,1
feet,1
fix,1
logic,1
fired,1
fingers,1
financial,1
filling,1
fill,1
looper,1
fifty,1
fifth,1
fick,1
louisa,1
litter,1
feeling,1
low,1
fear,1
fault,1
lunch,1
lurking,1
fashion,1
farm,1
fare,1
fantasy,1
family,1
flawed,1
flaws,1
later,1
leper,1
fourteen,1
leads,1
foul,1
learn,1
forward,1
forty,1
leaving,1
fortune,1
lefties,1
lefty,1
former,1
forgive,1
listened,1
liability,1
lied,1
forgetting,1
lifetime,1
lights,1
foot,1
folks,1
fluff,1
flight,1
list,1
fleeced,1
failure,1
managed,1
management,1
minor,1
excited,1
exceptionally,1
mighty,1
miles,1
milk,1
example,1
exact,1
minds,1
everywhere,1
mingle,1
minnesota,1
everybody,1
managing,1
events,1
misfit,1
misjudge,1
mismanage,1
event,1
missed,1
missing,1
mistake,1
evaluations,1
misused,1
mix,1
mid,1
excitement,1
expectation,1
message,1
mantle,1
facing,1
mariners,1
eye,1
martinez,1
maryland,1
massive,1
match,1
matchups,1
mathematics,1
extra,1
matty,1
expresses,1
exposed,1
mayne,1
mays,1
explodes,1
explanation,1
meant,1
medieval,1
experiment,1
men,1
menechino,1
leader,1
lately,1
replay,1
grounders,1
hurry,1
hurts,1
guiel,1
idea,1
ideal,1
guess,1
guard,1
imperfect,1
impossible,1
impression,1
impressive,1
indians,1
hung,1
individual,1
influence,1
ing,1
grounder,1
insane,1
intangibles,1
intelligence,1
greeter,1
greek,1
gotten,1
interpret,1
hunt,1
hair,1
franchise,1
holiday,1
heartbreaking,1
heart,1
hats,1
hates,1
hiljus,1
hill,1
hire,1
hat,1
harder,1
hitters,1
hanging,1
holidays,1
hairy,1
hollins,1
holy,1
handle,1
homers,1
handed,1
hopeful,1
hoping,1
hot,1
hour,1
halt,1
huddy,1
interrupt,1
interviews,1
google,1
friendly,1
fundamentally,1
keeping,1
fundamental,1
kent,1
kevin,1
key,1
kick,1
kicking,1
kickoff,1
friendship,1
kidneys,1
friend,1
intuition,1
killing,1
kinds,1
kitchen,1
knock,1
freak,1
knows,1
koch,1
kubota,1
frankly,1
lack,1
lacks,1
k,1
funk,1
furbush,1
fuson,1
ish,1
island,1
goods,1
issue,1
glove,1
jack,1
gives,1
gimmicks,1
jaw,1
jay,1
jeans,1
jeez,1
giambonni,1
jermaine,1
jerseys,1
jinx,1
geronimo,1
gehrig,1
gap,1
joining,1
joke,1
jose,1
future,1
mobbed,1
evaluate,1
moments,1
practice,1
pockets,1
delivers,1
poor,1
pop,1
pops,1
pork,1
position,1
possibilities,1
posters,1
postseason,1
potential,1
praying,1
plus,1
predict,1
defies,1
premier,1
premium,1
prepared,1
present,1
defensive,1
prevent,1
price,1
probably,1
defense,1
pocket,1
delivery,1
erase,1
pissed,1
philadelphia,1
phillies,1
differently,1
philosophical,1
difference,1
dies,1
picked,1
die,1
pictures,1
pinch,1
pinstripes,1
dh,1
plays,1
pitchers,1
determine,1
details,1
detail,1
plane,1
planning,1
desire,1
designed,1
deserves,1
depth,1
deny,1
defend,1
defective,1
produce,1
reflect,1
dan,1
hearts,1
damn,1
reasons,1
damage,1
cutting,1
cushion,1
recruiting,1
curveball,1
reds,1
referring,1
reinvent,1
defect,1
reinvents,1
reinvigorated,1
relationships,1
relax,1
released,1
curse,1
curb,1
cuckoo,1
crystal,1
replacements,1
crushing,1
dealt,1
ray,1
death,1
rat,1
profit,1
deeper,1
projecting,1
projections,1
prospect,1
proud,1
prove,1
push,1
decorative,1
puts,1
putting,1
quality,1
quarterback,1
declining,1
decline,1
declare,1
decimation,1
decent,1
racing,1
randomness,1
range,1
ranger,1
rare,1
dime,1
diploma,1
personality,1
duration,1
eat,1
nicely,1
nicked,1
nickel,1
east,1
nine,1
nineteen,1
easier,1
earlier,1
nonrepairable,1
nonsense,1
notable,1
offered,1
duncan,1
noticeable,1
nowhere,1
dumb,1
dugout,1
objections,1
obp,1
occupation,1
occurring,1
offense,1
offensive,1
effect,1
newspapers,1
effective,1
eight,1
month,1
mood,1
moon,1
moreover,1
equation,1
mostly,1
epidemic,1
mound,1
entire,1
enjoy,1
enemy,1
emotional,1
emergencies,1
murderers,1
elimination,1
eleven,1
element,1
eighth,1
nen,1
nephew,1
nerve,1
nerves,1
eighteen,1
duck,1
dropped,1
personal,1
distracting,1
paperwork,1
pardon,1
parenting,1
parents,1
divided,1
partying,1
passed,1
passes,1
disturbing,1
patience,1
patter,1
disregard,1
drives,1
dismiss,1
peaceful,1
peering,1
discussing,1
discounting,1
per,1
perceived,1
disclosure,1
disagree,1
perez,1
perfect,1
panic,1
palmer,1
page,1
paddle,1
drinking,1
dressed,1
olmedo,1
doubts,1
doubt,1
doubles,1
opens,1
opinion,1
door,1
options,1
donors,1
organ,1
organizations,1
ostracized,1
otherwise,1
ounce,1
outfielders,1
output,1
outside,1
overlooked,1
owner,1
ownership,1
dogs,1
liking,1
