words,counts
elephant,4
face,4
minor,4
minute,4
stuck,4
anybody,4
medication,4
mexico,4
expect,4
ferryboats,4
minutes,4
finally,4
pounds,4
ethos,4
words,4
saved,4
stomach,4
mass,4
mike,4
matter,4
worked,4
tamponade,4
stress,4
dress,4
fresh,4
ew,4
field,4
pre,4
letting,4
mcdreamy,4
asking,4
lets,4
lung,4
women,4
favoring,4
team,4
shep,4
week,4
keeping,4
karma,4
behind,4
clinic,4
uncle,4
pretend,4
understood,4
relationship,4
choice,4
child,4
benjamin,4
chemo,4
cheese,4
charming,4
sometime,4
twice,4
notes,4
seizure,4
afford,4
ha,4
nervous,4
speaking,4
killed,4
results,4
hand,4
kicked,4
condom,4
responsible,4
trust,4
truth,4
kick,4
respect,4
comes,4
weeks,4
ooh,4
caused,4
prostate,4
waffles,4
break,4
sign,4
significant,4
bp,4
boyfriend,4
blatantly,4
signs,4
bleeders,4
hide,4
simple,4
books,4
past,4
waking,4
sister,4
infection,4
walls,4
breakfast,4
breaking,4
intertwined,4
intimacy,4
carrying,4
record,4
car,4
use,4
warpath,4
radiation,4
involved,4
housebound,4
butterfly,4
butt,4
busy,4
realized,4
bullet,4
bitch,4
problems,4
killing,4
college,4
protect,4
lazy,4
risks,4
squeeze,4
seven,4
set,4
avm,4
awesome,4
tired,4
wide,4
spot,4
bank,4
purpose,4
pushing,4
prostitute,4
gone,4
laugh,4
prepped,4
pregnant,4
cutting,4
large,4
allow,4
took,4
white,4
standing,4
different,4
missed,4
gave,4
aggressive,4
battery,4
known,4
retracting,4
leaving,4
count,4
amazing,4
shall,4
temporal,4
felt,3
amount,3
seems,3
skin,3
absolutely,3
pregnancy,3
situation,3
sitting,3
glove,3
staples,3
hoping,3
less,3
located,3
amish,3
inside,3
learn,3
skinny,3
gastric,3
state,3
lean,3
hoops,3
slack,3
antibiotics,3
fellow,3
prefer,3
slightly,3
professional,3
seattle,3
lock,3
scrubs,3
fell,3
selfish,3
likely,3
postops,3
flip,3
steph,3
advice,3
preston,3
presenting,3
sternotomy,3
anatomy,3
keeps,3
ahh,3
grew,3
lighten,3
happen,3
iv,3
lipstick,3
knew,3
spend,3
growing,3
kinda,3
pressing,3
worried,3
foot,3
practice,3
liked,3
grab,3
straw,3
jump,3
finished,3
yesterday,3
hit,3
follow,3
princess,3
jealous,3
fight,3
fighting,3
progressive,3
figure,3
hemispherectomy,3
add,3
gossip,3
presented,3
forms,3
gotta,3
admitted,3
advantage,3
step,3
gotten,3
lives,3
finish,3
eat,3
abdomen,3
fault,3
names,3
cruz,3
tissue,3
crossword,3
questions,3
faster,3
phone,3
cow,3
cover,3
tooth,3
toothbrush,3
reverse,3
dnr,3
towards,3
cord,3
needed,3
quickly,3
trailer,3
traveling,3
treat,3
treatments,3
consult,3
neuro,3
cupcake,3
tina,3
whether,3
whining,3
mmm,3
model,3
window,3
tested,3
diaphragm,3
money,3
pit,3
details,3
therapist,3
thick,3
thigh,3
avoiding,3
decided,3
third,3
deal,3
riding,3
pile,3
dark,3
dance,3
balance,3
banana,3
quiet,3
conscious,3
complications,3
cannot,3
calls,3
warning,3
cake,3
v,3
c,3
penis,3
vessel,3
vessels,3
brought,3
bring,3
pancreatic,3
visual,3
paralyzed,3
vital,3
bowel,3
passed,3
passive,3
wanna,3
pathetic,3
wall,3
blow,3
recent,3
waste,3
nine,3
others,3
turn,3
color,3
normally,3
cold,3
peritoneal,3
number,3
nursing,3
closet,3
replacement,3
weak,3
besides,3
checked,3
wasted,3
changes,3
certain,3
regards,3
opportunity,3
catch,3
castle,3
cases,3
upset,3
misery,3
photo,3
mentioned,3
major,3
screwing,3
sued,3
michelle,3
tale,3
drinking,3
tach,3
due,3
apparently,3
scary,3
assist,3
scars,3
runs,3
maintain,3
system,3
sad,3
drain,3
eventually,3
ekg,3
med,3
sake,3
points,3
surgeons,3
maxed,3
esophagus,3
ashamed,3
surprises,3
porcine,3
playing,3
survive,3
saving,3
apologize,3
epi,3
explain,3
style,3
fast,3
root,3
looked,3
studies,3
within,3
online,2
living,2
opened,2
postoperative,2
rejection,2
operating,2
operative,2
progresses,2
jaw,2
insanity,2
simply,2
portion,2
rapid,2
oprah,2
jane,2
option,2
scar,2
scare,2
positive,2
postop,2
prince,2
reach,2
scale,2
proper,2
ob,2
junk,2
injections,2
obstruction,2
management,2
obviously,2
quite,2
occlusion,2
offended,2
officially,2
refer,2
r,2
ohh,2
previous,2
rabbi,2
pea,2
peace,2
religious,2
jog,2
omelet,2
shortly,2
jacket,2
organ,2
lobe,2
owens,2
probe,2
interesting,2
ox,2
reamed,2
lunch,2
shown,2
radical,2
reality,2
intubated,2
intraspinal,2
paracentesis,2
pads,2
reading,2
local,2
rate,2
second,2
rather,2
rays,2
penicillin,2
pancakes,2
lobectomy,2
pelvic,2
psyched,2
low,2
origin,2
pass,2
shortness,2
private,2
orthodox,2
rare,2
possibility,2
output,2
recheck,2
park,2
recently,2
lots,2
itch,2
parent,2
ischemia,2
research,2
shoulder,2
institution,2
rash,2
scrubbed,2
overly,2
roommate,2
noticed,2
shared,2
license,2
piss,2
practicing,2
mood,2
moral,2
infuser,2
motions,2
microphone,2
motor,2
ruin,2
laughing,2
pill,2
putting,2
lately,2
metaphorically,2
ride,2
moussed,2
plummeted,2
lifelong,2
lift,2
serious,2
puzzle,2
mess,2
pulling,2
pictures,2
muesli,2
protocol,2
rug,2
share,2
plenty,2
player,2
lessons,2
mimic,2
romantic,2
predicted,2
seize,2
plan,2
miracle,2
miranda,2
roommates,2
mister,2
mitral,2
places,2
leaves,2
moaning,2
pulls,2
roll,2
round,2
learning,2
mikes,2
puppies,2
learned,2
rock,2
proud,2
rude,2
munch,2
rib,2
quality,2
rhythm,2
list,2
material,2
kids,2
shallow,2
neurotic,2
massage,2
kicks,2
listened,2
responding,2
responded,2
marry,2
resolve,2
listening,2
nope,2
kept,2
literally,2
proverbs,2
married,2
residents,2
market,2
saves,2
numbness,2
perfusing,2
nurses,2
performed,2
practical,2
practically,2
resuscitate,2
philosophers,2
ladies,2
lab,2
photos,2
poets,2
myocardial,2
memory,2
safe,2
saint,2
meet,2
meds,2
nazi,2
prostatectomy,2
neither,2
near,2
kitten,2
retraction,2
sexy,2
pressed,2
shaky,2
neck,2
limp,2
needles,2
meant,2
neg,2
pay,2
free,2
sincere,2
traction,2
coronary,2
correct,2
totally,2
torturing,2
county,2
covered,2
cracked,2
cream,2
cricket,2
crit,2
crushing,2
cts,2
cupcakes,2
tin,2
currently,2
cvp,2
daddy,2
dare,2
thumb,2
thoracic,2
thong,2
decorum,2
defib,2
definition,2
infiltrated,2
track,2
cookies,2
therapy,2
translates,2
chordotomy,2
undo,2
circling,2
cleared,2
clearly,2
uncomfortable,2
club,2
clue,2
typical,2
type,2
coagulation,2
twitching,2
turned,2
comfortable,2
compared,2
complex,2
trumpet,2
tripped,2
trip,2
connor,2
constant,2
continue,2
trauma,2
controls,2
transplant,2
dementia,2
thatch,2
chock,2
drowning,2
dull,2
table,2
dura,2
dyskinesia,2
symptoms,2
edged,2
edges,2
edward,2
eeg,2
effect,2
electricity,2
sympathy,2
swelling,2
sweetheart,2
sweep,2
encounter,2
enema,2
enjoy,2
suture,2
entire,2
entirely,2
envy,2
surviving,2
equating,2
estrogen,2
drunk,2
drooling,2
diagnosis,2
drinks,2
textbook,2
diazepam,2
test,2
disbelief,2
discovered,2
discussed,2
diseased,2
dismisses,2
technically,2
displacing,2
teasing,2
tattoos,2
tattoo,2
divided,2
dizzy,2
tat,2
taste,2
dopamine,2
double,2
talks,2
downstairs,2
talked,2
talented,2
dream,2
taken,2
choose,2
chesney,2
supply,2
workup,2
works,2
anyways,2
anywhere,2
appointment,2
approval,2
arm,2
arms,2
arrogant,2
wonder,2
asked,2
asleep,2
asses,2
assistance,2
assume,2
attempted,2
wise,2
wine,2
willing,2
awkward,2
backs,2
barely,2
whenever,2
basically,2
bathroom,2
batter,2
anticipate,2
answering,2
became,2
angry,2
abnormality,2
young,2
abscess,2
accident,2
accusing,2
activities,2
ad,2
admit,2
advanced,2
advertise,2
afebrile,2
wrestling,2
agree,2
agreed,2
airbrush,2
aisle,2
alive,2
alternative,2
alzheimer,2
american,2
worst,2
among,2
anesthesiologist,2
angio,2
worm,2
beats,2
weird,2
cheating,2
view,2
buddy,2
buildup,2
version,2
burst,2
callous,2
calm,2
camera,2
capable,2
carcinoma,2
cardiac,2
career,2
urging,2
untreated,2
catches,2
catheter,2
caught,2
causes,2
cauterizing,2
unreasonable,2
central,2
cerebral,2
change,2
changing,2
charged,2
unknown,2
broke,2
bright,2
weighs,2
brief,2
wedding,2
beg,2
believing,2
waves,2
bet,2
biggest,2
warped,2
bird,2
bitching,2
blacklisted,2
blaming,2
blew,2
walter,2
blondes,2
bloody,2
boats,2
bolus,2
book,2
wake,2
bottle,2
vultures,2
vomit,2
bradying,2
breast,2
breaths,2
support,2
prognosis,2
ferry,2
fan,2
stole,2
flipped,2
fling,2
stabilize,2
flexible,2
straight,2
georgie,2
halted,2
hitting,2
gift,2
gives,2
special,2
hobby,2
fingers,2
finding,2
fill,2
holds,2
hole,2
giving,2
glad,2
strong,2
feet,2
feels,2
specifically,2
stronger,2
glory,2
glow,2
fatally,2
smelled,2
handle,2
stage,2
fly,2
harry,2
headaches,2
stat,2
friday,2
freshman,2
health,2
sounds,2
hello,2
son,2
status,2
fully,2
function,2
helping,2
future,2
hardly,2
stitches,2
forward,2
hemidiaphragm,2
stent,2
sow,2
somehow,2
fork,2
hesitates,2
forceps,2
stick,2
stimulation,2
standard,2
stitch,2
stairwell,2
smart,2
frontal,2
fact,2
slow,2
except,2
growth,2
explains,2
experienced,2
illegal,2
hundred,2
summer,2
excessive,2
gonads,2
ice,2
grades,2
icu,2
suicide,2
grilled,2
impossible,2
skills,2
immediate,2
ideas,2
grace,2
skull,2
sky,2
expose,2
sudden,2
exercise,2
eye,2
extremely,2
however,2
incredibly,2
sunday,2
inappropriate,2
single,2
humiliating,2
gravy,2
extracurricular,2
sponge,2
success,2
sunrise,2
fabulous,2
recover,1
wakes,1
urologist,1
space,1
waited,1
recommendations,1
spirit,1
ran,1
upper,1
urine,1
spikes,1
radically,1
shape,1
sounded,1
rage,1
walking,1
sources,1
radiology,1
unusually,1
unwinds,1
reduce,1
rain,1
sew,1
recognize,1
vacations,1
vile,1
reaction,1
specialist,1
utter,1
viable,1
via,1
shaped,1
rearrange,1
specific,1
spent,1
vertiginous,1
vertebrae,1
vaginas,1
valves,1
speech,1
vermin,1
vd,1
shaking,1
speed,1
spawn,1
wagon,1
vomiting,1
spaceship,1
vulnerability,1
vote,1
spike,1
von,1
recipe,1
vas,1
spider,1
spaceships,1
spares,1
spanks,1
vision,1
rasmussen,1
spare,1
virus,1
usual,1
rates,1
virgin,1
scarlet,1
solve,1
soul,1
smooth,1
worships,1
shrinking,1
worms,1
shred,1
shows,1
smallest,1
showed,1
smartass,1
smells,1
smorgasbord,1
slideshow,1
psychics,1
psychosomatic,1
wonders,1
smother,1
public,1
snaking,1
puke,1
snatchers,1
snohomish,1
protruding,1
slept,1
womb,1
signing,1
zebras,1
york,1
sixteen,1
yikes,1
skeletons,1
silent,1
yep,1
yellow,1
skill,1
xenograft,1
wound,1
properly,1
writing,1
write,1
skirt,1
sight,1
wrestle,1
wraps,1
wrap,1
wounds,1
pulled,1
witness,1
warm,1
quirk,1
qualifier,1
qualify,1
unrevealing,1
question,1
shoot,1
shoes,1
wha,1
quick,1
shocker,1
shirt,1
qualified,1
shift,1
quit,1
somewhat,1
weakness,1
ways,1
sordid,1
radar,1
shave,1
sores,1
whered,1
whichever,1
witch,1
shortcut,1
wishes,1
pulposus,1
wish,1
pulsating,1
shorter,1
wired,1
punk,1
social,1
win,1
willebrand,1
whoa,1
wilbur,1
wiggling,1
wiggle,1
soggy,1
whose,1
putrid,1
whos,1
solution,1
whoever,1
unstable,1
sent,1
unrelenting,1
stripped,1
tells,1
teeth,1
strangest,1
teenager,1
tee,1
strategy,1
stressed,1
stressful,1
secondary,1
teach,1
tattooed,1
student,1
stroke,1
tats,1
tasty,1
target,1
rotation,1
tangle,1
sealed,1
tall,1
struggle,1
stubble,1
temp,1
term,1
romance,1
termination,1
tight,1
sting,1
rid,1
throwing,1
thinners,1
stockings,1
thinks,1
rights,1
sedation,1
ring,1
rise,1
thin,1
thatcher,1
stopped,1
risky,1
section,1
ritual,1
stories,1
rocker,1
strangely,1
terrible,1
tales,1
study,1
stewart,1
swallow,1
sweet,1
scotch,1
satisfied,1
swamped,1
suggesting,1
sats,1
saturday,1
saturn,1
science,1
swallowed,1
sutured,1
takes,1
sun,1
survival,1
surprising,1
surprise,1
scan,1
scans,1
sunset,1
super,1
superboy,1
supervise,1
satellite,1
sweetie,1
suggested,1
switch,1
rulebook,1
rumor,1
subject,1
tablespoon,1
tables,1
rush,1
successful,1
syndrome,1
suck,1
safer,1
suddenly,1
symptom,1
screaming,1
suffering,1
sympathetic,1
sakes,1
salamander,1
syllable,1
sworn,1
santa,1
switches,1
tights,1
sterile,1
reference,1
sensation,1
spreading,1
superior,1
unfortunate,1
reminded,1
reminds,1
undiagnosed,1
removed,1
removing,1
understatement,1
repair,1
request,1
tweaking,1
requires,1
unauthorized,1
resect,1
ugh,1
spreads,1
typhoid,1
resecting,1
resection,1
self,1
spur,1
remind,1
remembers,1
unfortunately,1
spread,1
severe,1
reform,1
spontaneous,1
unrelated,1
regurge,1
seventeen,1
relationships,1
unreal,1
spontaneously,1
unprotected,1
relatively,1
relatives,1
unprofessional,1
spoon,1
unnecessary,1
session,1
unlike,1
services,1
spotting,1
remaining,1
sepsis,1
twins,1
resides,1
tip,1
torture,1
traif,1
retract,1
sees,1
trachea,1
town,1
tourniquet,1
statistically,1
return,1
revealed,1
total,1
staying,1
residual,1
stays,1
steak,1
stem,1
review,1
rex,1
tommy,1
stench,1
toes,1
titrate,1
ribs,1
retouching,1
starts,1
starters,1
staring,1
turns,1
squiggle,1
turkey,1
turfing,1
tulane,1
respecting,1
respond,1
tuesdays,1
trusting,1
responsibility,1
stake,1
triple,1
stanford,1
trifecta,1
stapled,1
tries,1
result,1
tricky,1
tricks,1
trash,1
transverse,1
rises,1
lived,1
products,1
description,1
dig,1
diet,1
diazoxide,1
diarrhea,1
diagnosed,1
development,1
developed,1
detector,1
destruct,1
desperate,1
desired,1
describe,1
date,1
depends,1
denying,1
demonstration,1
define,1
deferens,1
deeply,1
decline,1
debt,1
deals,1
deaf,1
davening,1
digest,1
digests,1
digging,1
digital,1
doofus,1
dogs,1
document,1
docs,1
dna,1
dizziness,1
divide,1
ditzel,1
disturbed,1
distance,1
distal,1
disrespect,1
disregard,1
dispose,1
disorientation,1
discomfort,1
discharge,1
disappears,1
disagree,1
director,1
directly,1
dinner,1
dignity,1
dating,1
dartmouth,1
doses,1
contact,1
correctly,1
cords,1
cooties,1
cook,1
convictions,1
converted,1
conversion,1
control,1
contract,1
continuous,1
contains,1
consuming,1
dangerous,1
consulting,1
consistent,1
consider,1
consequences,1
consciousness,1
connection,1
congrats,1
confusing,1
confirm,1
confidence,1
conclusions,1
correspondence,1
cost,1
coude,1
coulda,1
damaged,1
cystoscopy,1
cyberknife,1
curiosity,1
curing,1
cure,1
cry,1
crush,1
cruise,1
crucial,1
crossed,1
cross,1
critical,1
cric,1
creeping,1
credibility,1
crashed,1
covering,1
courtesy,1
courses,1
country,1
countless,1
counseling,1
dose,1
doubt,1
forehead,1
experience,1
fatal,1
farther,1
fantasy,1
fantasized,1
falling,1
facts,1
extreme,1
extract,1
exposing,1
exposed,1
expert,1
expensive,1
everywhere,1
expecting,1
expected,1
expands,1
exit,1
exchanged,1
exchange,1
excess,1
examine,1
examination,1
exacerbated,1
evilspawn,1
feared,1
febrile,1
fed,1
feelings,1
football,1
food,1
followed,1
foley,1
focal,1
flying,1
floors,1
float,1
flight,1
flesh,1
flavor,1
flaring,1
fixed,1
fit,1
fish,1
fire,1
finishing,1
fifty,1
fiber,1
fetus,1
festering,1
fertility,1
female,1
evil,1
events,1
doubts,1
dumping,1
em,1
elizabeth,1
elevator,1
elevated,1
effectively,1
edema,1
eating,1
eaten,1
earlier,1
dysreflexia,1
duodectomy,1
dullness,1
evasive,1
drug,1
dropped,1
drinker,1
dressing,1
dresses,1
dreamed,1
dramatically,1
draining,1
drained,1
dragging,1
downside,1
emasculated,1
emasculating,1
emasculation,1
embrace,1
evacuation,1
evacuate,1
esther,1
essential,1
essence,1
espresso,1
escort,1
escape,1
erection,1
ercp,1
equipment,1
equal,1
epileptic,1
epilepsy,1
enzymes,1
entered,1
ent,1
english,1
enemies,1
encephalitis,1
emotional,1
emergency,1
embryos,1
concerned,1
concern,1
concepts,1
axis,1
bare,1
bang,1
bands,1
band,1
bald,1
baked,1
bake,1
badass,1
backseat,1
babe,1
b,1
awfully,1
attached,1
awful,1
aw,1
available,1
autonomic,1
augh,1
attractive,1
attracted,1
attorney,1
attendings,1
attended,1
attend,1
barring,1
base,1
beach,1
beat,1
black,1
birthdays,1
birthday,1
bills,1
bile,1
biggie,1
betty,1
benzos,1
bendy,1
belongs,1
belltown,1
believed,1
belayed,1
behaving,1
beginning,1
beep,1
bee,1
bedsprings,1
bedsores,1
beds,1
bedroom,1
becomes,1
beautiful,1
attempt,1
atropine,1
computer,1
admission,1
alley,1
alignment,1
ali,1
alcoholic,1
agonal,1
age,1
afternoon,1
affected,1
affect,1
advancing,1
adoption,1
adhesions,1
atriotomy,1
adenocarcinoma,1
acupuncture,1
acuity,1
actual,1
activity,1
acting,1
according,1
accidentally,1
accept,1
abortion,1
ability,1
allowed,1
along,1
alternate,1
alternatives,1
associated,1
assisting,1
assign,1
assault,1
ascites,1
asap,1
arrived,1
arrested,1
arrest,1
argue,1
appropriate,1
apply,1
appetizer,1
anytime,1
anterior,1
answered,1
angle,1
angiomas,1
anesthetic,1
anesthesia,1
analysis,1
amounts,1
amnioterone,1
blade,1
blanket,1
bless,1
charge,1
cleanup,1
claus,1
clash,1
cigar,1
chromosome,1
chromosomal,1
christmas,1
choking,1
chicken,1
cheat,1
chauvinist,1
changed,1
blindness,1
cest,1
cereal,1
cell,1
cbc,1
causing,1
cath,1
categories,1
catching,1
catalogs,1
carry,1
cares,1
clears,1
cleveland,1
climbing,1
closer,1
complete,1
complain,1
compensate,1
company,1
communing,1
communication,1
common,1
committed,1
commitment,1
colostomies,1
colon,1
collapsed,1
coconut,1
cocky,1
coat,1
coagulated,1
coags,1
coach,1
co,1
clueless,1
clouds,1
clots,1
closure,1
carefully,1
careful,1
careers,1
breathing,1
bras,1
brand,1
branches,1
brace,1
boys,1
box,1
bowels,1
bow,1
bovie,1
bourbon,1
bounced,1
bottom,1
botox,1
bothered,1
botched,1
boring,1
booty,1
boobs,1
bony,1
boils,1
board,1
blurry,1
block,1
breasts,1
brilliant,1
cards,1
bro,1
cardiopulmonary,1
captain,1
cant,1
candles,1
cancomycin,1
cancel,1
calf,1
cage,1
caffeine,1
cafeteria,1
cadaver,1
cable,1
button,1
bunch,1
bull,1
built,1
build,1
bug,1
budding,1
bubbles,1
brush,1
brothers,1
bronchoscopy,1
forego,1
forever,1
process,1
multi,1
needle,1
necessary,1
necessarily,1
nearly,1
nausea,1
nature,1
nap,1
n,1
mysterious,1
mushy,1
murmur,1
moves,1
monday,1
moved,1
mouth,1
mountains,1
motorcycles,1
morphine,1
moron,1
morgue,1
mop,1
moon,1
moo,1
monthly,1
needy,1
nephews,1
neurons,1
neuter,1
occasionally,1
occasional,1
obvious,1
oblige,1
obese,1
nuts,1
nutrition,1
nut,1
nucleus,1
nowhere,1
novel,1
noticing,1
nostrils,1
nose,1
non,1
nodes,1
nodded,1
nobody,1
nights,1
nightmares,1
nieces,1
nicholas,1
news,1
monitor,1
mon,1
odds,1
manner,1
meantime,1
meaning,1
max,1
mat,1
masochist,1
mask,1
masculine,1
mary,1
martha,1
map,1
many,1
mannequins,1
moms,1
manipulative,1
managed,1
mammal,1
mama,1
malt,1
maloney,1
malnutrition,1
male,1
makeup,1
maiden,1
magnet,1
meat,1
mechanical,1
meeting,1
melena,1
mojo,1
moeller,1
minds,1
millions,1
million,1
milligrams,1
millennium,1
mill,1
milking,1
midline,1
middle,1
midas,1
mg,1
metrosexual,1
messenger,1
messed,1
merlot,1
merged,1
mentor,1
mental,1
memories,1
member,1
mellow,1
occipital,1
offer,1
forfeits,1
pick,1
plagues,1
pizza,1
pissed,1
pinosky,1
pink,1
pin,1
pills,1
piling,1
piercings,1
piece,1
picked,1
physiological,1
pennies,1
physician,1
physical,1
pet,1
pestilence,1
personally,1
personality,1
permanent,1
perform,1
perforation,1
perfectly,1
percussion,1
plain,1
playground,1
plays,1
pledges,1
probability,1
privacy,1
price,1
prevent,1
pretending,1
pressors,1
press,1
present,1
prescription,1
preduce,1
praying,1
pray,1
potentially,1
potential,1
possibly,1
posing,1
pose,1
portland,1
poppies,1
pooh,1
pompous,1
pointed,1
pocket,1
pennington,1
peel,1
oil,1
ophthalmologist,1
outside,1
outrageous,1
outcome,1
outbreak,1
ounces,1
ounce,1
orthostasis,1
orgasm,1
ordered,1
opposite,1
opinions,1
operate,1
patron,1
operable,1
opens,1
openings,1
ooo,1
onto,1
onset,1
omelets,1
oldest,1
older,1
okay,1
oink,1
ovarian,1
ovaries,1
overwhelming,1
ow,1
path,1
patch,1
passover,1
passionate,1
parked,1
pardon,1
parading,1
papi,1
