1,00:01:08.652,00:01:10.946,NARRATOR:
2,00:01:08.652,00:01:10.946,Iceland is a stable democracy
3,00:01:10.988,00:01:12.656,with a high standard
4,00:01:10.988,00:01:12.656,"of living,"
5,00:01:12.698,00:01:14.324,"and, until recently,"
6,00:01:14.366,00:01:17.661,extremely low unemployment
7,00:01:14.366,00:01:17.661,and government debt.
8,00:01:19.538,00:01:21.623,We had the complete
9,00:01:19.538,00:01:21.623,infrastructure
10,00:01:21.665,00:01:23.458,of a modern society.
11,00:01:23.500,00:01:26.336,"Clean energy,"
12,00:01:23.500,00:01:26.336,food production.
13,00:01:26.378,00:01:30.131,Fisheries with a quota system
14,00:01:26.378,00:01:30.131,to manage them.
15,00:01:30.173,00:01:33.594,"Good healthcare, education,"
16,00:01:30.173,00:01:33.594,"you know, clean air."
17,00:01:33.635,00:01:35.303,Not much crime.
18,00:01:35.345,00:01:37.765,It's a good place
19,00:01:35.345,00:01:37.765,for families to live.
20,00:01:37.806,00:01:41.643,We had almost
21,00:01:37.806,00:01:41.643,end-of-history status.
22,00:01:41.685,00:01:44.730,NARRATOR:
23,00:01:41.685,00:01:44.730,"But in 2000,"
24,00:01:41.685,00:01:44.730,Iceland's government
25,00:01:44.772,00:01:47.315,began a broad policy
26,00:01:44.772,00:01:47.315,of deregulation
27,00:01:47.357,00:01:50.151,that would have
28,00:01:47.357,00:01:50.151,"disastrous consequences,"
29,00:01:50.193,00:01:54.281,first for the environment
30,00:01:50.193,00:01:54.281,and then for the economy.
31,00:01:54.322,00:01:57.409,They started by allowing
32,00:01:54.322,00:01:57.409,multinational corporations
33,00:01:57.451,00:02:01.329,like Alcoa to build giant
34,00:01:57.451,00:02:01.329,aluminum-smelting plants
35,00:02:01.371,00:02:03.373,and exploit Iceland's
36,00:02:01.371,00:02:03.373,geothermal
37,00:02:03.415,00:02:06.126,and hydroelectric
38,00:02:03.415,00:02:06.126,energy sources.
39,00:02:06.167,00:02:09.254,Many of the most beautiful
40,00:02:06.167,00:02:09.254,areas in the highlands
41,00:02:09.296,00:02:13.968,with the most spectacular
42,00:02:09.296,00:02:13.968,colors are geothermal.
43,00:02:14.009,00:02:16.720,3So nothing comes
44,00:02:14.009,00:02:16.720,without consequence.
45,00:02:54.800,00:02:56.760,NARRATOR:
46,00:02:54.800,00:02:56.760,"At the same time,"
47,00:02:56.802,00:03:00.472,the government privatized
48,00:02:56.802,00:03:00.472,Iceland's three largest banks.
49,00:03:00.514,00:03:03.224,The result was one
50,00:03:00.514,00:03:03.224,of the purest experiments
51,00:03:03.266,00:03:06.394,in financial deregulation
52,00:03:03.266,00:03:06.394,ever conducted.
56,00:03:11.608,00:03:16.071,We have had enough.
57,00:03:11.608,00:03:16.071,How could all of this happen?
58,00:03:16.113,00:03:20.993,"Finance took over, um, and,"
59,00:03:16.113,00:03:20.993,"uh, more or less"
60,00:03:16.113,00:03:20.993,wrecked the place.
61,00:03:21.035,00:03:24.746,NARRATOR:
62,00:03:21.035,00:03:24.746,"In a five-year period,"
63,00:03:21.035,00:03:24.746,"these three tiny banks,"
64,00:03:24.788,00:03:27.374,which had never operated
65,00:03:24.788,00:03:27.374,"outside of Iceland,"
66,00:03:27.415,00:03:30.418,"borrowed 120 billion dollars,"
67,00:03:30.460,00:03:33.630,10 times the size
68,00:03:30.460,00:03:33.630,of Iceland's economy.
69,00:03:33.672,00:03:36.091,The bankers showered money
70,00:03:33.672,00:03:36.091,"on themselves,"
71,00:03:36.133,00:03:38.093,each other and their friends.
72,00:03:38.135,00:03:40.095,ZOEGA:
73,00:03:38.135,00:03:40.095,There was a massive bubble.
74,00:03:40.137,00:03:43.515,Stock prices went up
75,00:03:40.137,00:03:43.515,by a factor of nine.
76,00:03:43.557,00:03:45.934,House prices
77,00:03:43.557,00:03:45.934,more than doubled.
78,00:03:47.728,00:03:49.897,NARRATOR:
79,00:03:47.728,00:03:49.897,Iceland's bubble gave rise
80,00:03:49.938,00:03:52.273,to people like
