if	WOULD/MIGHT/COULD HAVE	B2			
or	CHANGE	B2		communication	
provided (that)		B2		communication	
whereas		B2		communication	
while	ALTHOUGH	B2		communication	
now		B2			
once		B2			
though	BUT	B2			
when	ALTHOUGH	B2			
where	PROCESS/ACTIVITY	B2			
grant	GIVE	B2	verb	communication	
acquire	GET	B2	verb	people: actions	
descend		B2	verb	people: actions	
gender	SEX	B2	noun	people: appearance	
guts	BRAVERY	B2	noun	people: personality	
consume	EAT OR DRINK	B2	verb		
cease		B2	verb		
heaven	SOMETHING NICE	B2	noun		
get	UNDERSTAND/HEAR	B2	verb		
dissatisfaction		B2	noun	people: personality	
disability		B2	noun	body and health	
disagreement		B2	noun	communication	
dishonesty		B2	noun	people: personality	
discourage	MAKE LESS CONFIDENT	B2	verb	communication	
disapprove		B2	verb	people: personality	
invade	WAR	B2	verb	people: actions	
input	COMPUTER	B2	noun	technology	
interfere	TRY TO CONTROL	B2	verb	people: actions	
musical		B2	noun	arts and media	
approval	PERMISSION	B2	noun	communication	
chemical		B2	noun	natural world	
disposal	REMOVAL	B2	noun	people: actions	
appearance	IN PUBLIC	B2	noun	arts and media	
guidance		B2	noun	communication	
insurance		B2	noun	money	
assistance		B2	noun	people: actions	
maintenance		B2	noun	people: actions	
appearance	BECOMING AVAILABLE	B2	noun	shopping	
confidence	CERTAIN	B2	noun	people: personality	
independence	WITHOUT HELP	B2	noun	people: personality	
intelligence		B2	noun	people: personality	
influence	POWER	B2	noun	people: personality	
independence	FREE STATE	B2	noun	politics	
bestseller		B2	noun	arts and media	
learner		B2	noun	education	
helper		B2	noun	people: actions	
consumer		B2	noun	shopping	
defender		B2	noun	shopping	
browser		B2	noun	technology	
bumper		B2	noun	travel	
manufacturer		B2	noun	work	
classic		B2	noun	arts and media	
characteristic		B2	noun	describing things	
clothing		B2	noun	clothes	
learning		B2	noun	education	
catering		B2	noun	food and drink	
fighting		B2	noun	people: actions	
feeling	OPINION	B2	noun	people: personality	
marketing		B2	noun	shopping	
landing		B2	noun	travel	
manufacturing		B2	noun	work	
composition	MUSIC	B2	noun	arts and media	
edition		B2	noun	arts and media	
condition	ILLNESS	B2	noun	body and health	
examination	CAREFUL LOOK	B2	noun	body and health	
infection		B2	noun	body and health	
construction	WORDS	B2	noun	communication	
definition	MEANING	B2	noun	communication	
expression	PHRASE	B2	noun	communication	
introduction	TEXT	B2	noun	communication	
confession		B2	noun	communication	
confirmation		B2	noun	communication	
expression	SHOWING THOUGHTS	B2	noun	communication	
addition	NUMBERS/AMOUNTS	B2	noun	describing things	
introduction	BASIC KNOWLEDGE	B2	noun	education	
admission	PERMISSION	B2	noun	education	
construction	LARGE BUILDING	B2	noun	homes and buildings	
institution	PLACE	B2	noun	homes and buildings	
inflation		B2	noun	money	
conservation	NATURE	B2	noun	natural world	
evolution	NATURAL WORLD	B2	noun	natural world	
collection	TAKING AWAY	B2	noun	people: actions	
cooperation		B2	noun	people: actions	
identification	RECOGNIZING	B2	noun	people: actions	
introduction	SOMETHING NEW	B2	noun	people: actions	
action	DO	B2	noun	people: actions	
calculation		B2	noun	people: actions	
contribution		B2	noun	people: actions	
invasion	WAR	B2	noun	people: actions	
impression	OPINION	B2	noun	people: personality	
admiration		B2	noun	people: personality	
ambition	STRONG FEELING	B2	noun	people: personality	
appreciation		B2	noun	people: personality	
determination		B2	noun	people: personality	
exhaustion		B2	noun	people: personality	
motivation	ENTHUSIASM	B2	noun	people: personality	
affection		B2	noun	people: personality	
confusion	NOT UNDERSTAND	B2	noun	people: personality	
frustration		B2	noun	people: personality	
inspiration	IDEAS	B2	noun	people: personality	
adoption		B2	noun	relationships	
division	SPORTS	B2	noun	shopping	
application	COMPUTER SOFTWARE	B2	noun	technology	
generation	ENERGY	B2	noun	technology	
connection	TRAVEL	B2	noun	travel	
immigration	COMING INTO A COUNTRY	B2	noun	travel	
corporation		B2	noun	work	
division	ORGANIZATION	B2	noun	work	
competition	BUSINESS/JOBS	B2	noun	work	
criticism		B2	noun	communication	
motorist		B2	noun	travel	
capacity	AMOUNT	B2	noun	describing things	
majority		B2	noun	describing things	
minority	LESS THAN HALF	B2	noun	describing things	
capacity	ABILITY	B2	noun	people: personality	
creativity		B2	noun	people: personality	
curiosity		B2	noun	people: personality	
generosity		B2	noun	people: personality	
