couch		A2		homes and buildings	
million		A2			
seventy		A2			
zero	NUMBER	A2			
and	AFTER VERB	A2		communication	
as	BECAUSE	A2		communication	
or	NOT EITHER	A2		communication	
so	SENTENCE BEGINNING	A2		communication	
as	LIKE	A2			
before	EARLIER	A2			
eighth		A2			
eighty		A2			
fifth		A2			
fifty		A2			
forty	NUMBER	A2			
fourth		A2			
hundred		A2			
if	DEPENDING	A2			
ninety		A2			
ninth		A2			
seventh		A2			
sixth		A2			
sixty		A2			
so	REASON	A2			
that	INTRODUCE PART	A2			
third		A2			
thirty		A2			
thousand		A2			
to	REASON	A2			
to	INSTEAD OF VERB	A2			
when	AT WHAT TIME	A2			
where	POSITION	A2			
while	DURING	A2			
advertisement		A2	noun	arts and media	
exam		A2	noun	education	
graduate		A2	noun	education	
place	HOME	A2	noun	homes and buildings	
guy		A2	noun	people: appearance	
kid		A2	noun	people: appearance	
granddad		A2	noun	relationships	
grandma		A2	noun	relationships	
grandpa		A2	noun	relationships	
granny		A2	noun	relationships	
telephone		A2	verb		
minute	SHORT TIME	A2	noun		
dancer		A2	noun	arts and media	
painter		A2	noun	arts and media	
player	MUSIC	A2	noun	arts and media	
poster		A2	noun	arts and media	
sweater		A2	noun	clothes	
teenager		A2	noun	people: appearance	
beginner		A2	noun	people: personality	
customer		A2	noun	shopping	
runner		A2	noun	shopping	
winner		A2	noun	shopping	
MP3 player		A2	noun	technology	
player	MACHINE	A2	noun	technology	
printer		A2	noun	technology	
speaker	EQUIPMENT	A2	noun	technology	
passenger		A2	noun	travel	
scooter		A2	noun	travel	
cleaner	PERSON	A2	noun	work	
farmer		A2	noun	work	
manager		A2	noun	work	
worker	IN COMPANY	A2	noun	work	
painting	PICTURE	A2	noun	arts and media	
painting	ACTIVITY	A2	noun	arts and media	
meeting		A2	noun	communication	
spelling		A2	noun	communication	
writing	TEXT	A2	noun	communication	
apartment building		A2	noun	homes and buildings	
banking	MONEY MANAGEMENT	A2	noun	money	
walking		A2	noun	people: actions	
fishing		A2	noun	shopping	
running	SPORT	A2	noun	shopping	
sailing		A2	noun	shopping	
camping		A2	noun	travel	
sightseeing		A2	noun	travel	
identification	DOCUMENT	A2	noun	communication	
information		A2	noun	communication	
invitation	SOCIAL	A2	noun	communication	
examination	TEST	A2	noun	education	
competition	EVENT	A2	noun	shopping	
occupation	JOB	A2	noun	work	
tourist		A2	noun	travel	
electricity		A2	noun	technology	
elevator		A2	noun	homes and buildings	
visitor		A2	noun	travel	
baby	ANIMAL	A2	noun	animals	
bear		A2	noun	animals	
chicken	BIRD	A2	noun	animals	
dinosaur		A2	noun	animals	
duck		A2	noun	animals	
elephant		A2	noun	animals	
insect		A2	noun	animals	
lion		A2	noun	animals	
monkey		A2	noun	animals	
mouse	ANIMAL	A2	noun	animals	
rabbit		A2	noun	animals	
rat		A2	noun	animals	
snake		A2	noun	animals	
cartoon	FILM	A2	noun	arts and media	
cartoon	DRAWING	A2	noun	arts and media	
channel	TV	A2	noun	arts and media	
clown		A2	noun	arts and media	
comic		A2	noun	arts and media	
concert		A2	noun	arts and media	
dance	OCCASION	A2	noun	arts and media	
drum		A2	noun	arts and media	
instrument	MUSIC	A2	noun	arts and media	
keyboard	MUSICAL INSTRUMENT	A2	noun	arts and media	
magazine		A2	noun	arts and media	
photograph		A2	noun	arts and media	
piano		A2	noun	arts and media	
play	ACTING	A2	noun	arts and media	
