politically		C1			
establishment		C1	noun	work	
assert		C1	verb	communication	
notify		C1	verb	communication	
conclude	END	C1	verb	communication	
joint	PLACE	C1	noun	homes and buildings	
rip-off		C1	noun	money	
observe	NOTICE	C1	verb	people: actions	
undertake	DO	C1	verb	people: actions	
resume		C1	verb	people: actions	
insert	PUT INTO	C1	verb		
insert	ADD TO WRITING	C1	verb		
unwind	RELAX	C1	verb		
occupation	HOBBY	C1	noun		
specification		C1	noun		
clarification		C1	noun		
garment		C1	noun		
duration		C1	noun		
merit		C1	noun		
nature	TYPE	C1	noun		
permit	MAKE POSSIBLE	C1	verb		
acknowledge	SAY RECEIVED	C1	verb		
aid		C1	verb		
comprise	CONSIST	C1	verb		
comprise	FORM	C1	verb		
desire		C1	verb		
employ	USE	C1	verb		
engage		C1	verb		
enhance		C1	verb		
evaluate		C1	verb		
facilitate		C1	verb		
perceive	THINK	C1	verb		
rectify		C1	verb		
render	GIVE	C1	verb		
oblige		C1	verb		
junk		C1	noun		
birth	BEGINNING	C1	noun		
kill	CAUSE PAIN	C1	verb		
disapproval		C1	noun	people: personality	
dismissal	JOB	C1	noun	work	
installation	SOFTWARE	C1	noun	technology	
interaction		C1	noun	communication	
reconstruction	BUILD AGAIN	C1	noun	homes and buildings	
unwillingness		C1	noun	people: personality	
disorder	ILLNESS	C1	noun	body and health	
disrespect		C1	noun	people: personality	
import	PRODUCT	C1	noun	shopping	
mislead		C1	verb	communication	
reassure		C1	verb	communication	
reconstruct	BUILD AGAIN	C1	verb	people: actions	
unfold	OPEN	C1	verb	people: actions	
refusal		C1	noun	communication	
assurance	PROMISE	C1	noun	communication	
allowance	MONEY	C1	noun	money	
reminder		C1	noun	communication	
leader	FIRST	C1	noun	shopping	
adviser		C1	noun	work	
miner		C1	noun	work	
striker		C1	noun	work	
well-being		C1	noun	body and health	
funding		C1	noun	money	
sewing		C1	noun	people: actions	
illustration		C1	noun	arts and media	
allegation		C1	noun	communication	
demonstration	PROOF	C1	noun	communication	
suspicion	THINK GUILTY	C1	noun	crime	
supervision		C1	noun	people: actions	
demonstration	SHOWING	C1	noun	people: actions	
constitution	LAWS	C1	noun	politics	
qualification	SUCCESS	C1	noun	shopping	
congestion		C1	noun	travel	
operation	ORGANIZATION	C1	noun	work	
therapist		C1	noun	homes and buildings	
optimist		C1	noun	people: personality	
socialist		C1	noun	politics	
archaeologist		C1	noun	work	
obesity		C1	noun	body and health	
prosperity		C1	noun	money	
sensitivity	KIND	C1	noun	people: personality	
sensitivity	EASILY UPSET	C1	noun	people: personality	
hospitality		C1	noun	relationships	
capacity	JOB	C1	noun	work	
summarize		C1	verb	communication	
blindness	NOT SEEING	C1	noun	body and health	
nervousness		C1	noun	people: personality	
rudeness		C1	noun	people: personality	
selfishness		C1	noun	people: personality	
shyness		C1	noun	people: personality	
predator		C1	noun	animals	
successor	PERSON	C1	noun	work	
supervisor		C1	noun	work	
scholarship		C1	noun	education	
sponsorship		C1	noun	money	
leadership	QUALITY	C1	noun	people: personality	
abortion		C1	noun	body and health	
beak		C1	noun	animals	
horn	ANIMAL	C1	noun	animals	
mammal		C1	noun	animals	
pony		C1	noun	animals	
reptile		C1	noun	animals	
extra	ACTOR	C1	noun	arts and media	
index		C1	noun	arts and media	
sketch	PICTURE	C1	noun	arts and media	
tune	MUSICAL NOTES	C1	noun	arts and media	
