clothes		A1		clothes	
twelve		A1			
two	NUMBER	A1			
to	INFINITIVE	A1			
twenty	NUMBER	A1			
three		A1			
thirteen		A1			
ten		A1			
sixteen		A1			
six		A1			
seventeen		A1			
one		A1			
seven		A1			
nineteen		A1			
second	AFTER FIRST	A1			
nine		A1			
fourteen		A1			
four		A1			
five		A1			
fifteen		A1			
eleven		A1			
and	NUMBERS	A1			
eighteen		A1			
as	JOB	A1		work	
eight		A1			
or	POSSIBILITIES	A1		communication	
but		A1		communication	
because		A1		communication	
and	AFTER	A1		communication	
and	ALSO	A1		communication	
picnic		A1	noun	food and drink	
dining room		A1	noun	homes and buildings	
come	MOVE TO SPEAKER	A1	verb	people: actions	
beard		A1	noun	people: appearance	
address	ELECTRONIC	A1	noun	technology	
clock		A1	noun		
afternoon		A1	noun		
finish	END	A1	verb		
have	BE ILL	A1	verb	body and health	
OK	NOT SICK/UPSET, ETC.	A1	adjective	body and health	
gray	COLOR	A1	adjective	describing things	
happy	PLEASED	A1	adjective	people: personality	
wrong	NOT CORRECT	A1	adjective		
come	ARRIVE	A1	verb		
understand	KNOW MEANING	A1	verb		
very	EMPHASIS	A1	adverb	communication	
dark	NOT PALE	A1	adjective	describing things	
favorite		A1	adjective	people: personality	
short	TIME	A1	adjective		
meal		A1	noun	food and drink	
desk		A1	noun	homes and buildings	
shower	WASH	A1	noun	people: actions	
baby	CHILD	A1	noun	people: appearance	
basketball		A1	noun	shopping	
classroom		A1	noun		
tomorrow	DAY AFTER TODAY	A1	noun		
eat	HAVE MEAL	A1	verb		
tooth	IN MOUTH	A1	noun	body and health	
write	PRODUCE	A1	verb		
good	HIGH QUALITY	A1	adjective	describing things	
good	KIND	A1	adjective	people: personality	
tall	GREATER HEIGHT	A1	adjective		
glass	CONTAINER	A1	noun	food and drink	
bookcase		A1	noun	homes and buildings	
world	THE EARTH	A1	noun	natural world	
watch	LOOK AT	A1	verb	people: actions	
tennis		A1	noun	shopping	
child		A1	noun		
e-mail	SYSTEM	A1	noun		
knife		A1	noun	food and drink	
chair		A1	noun	homes and buildings	
bath		A1	noun	people: actions	
adult		A1	noun	people: appearance	
baseball		A1	noun	shopping	
city		A1	noun		
today	THIS DAY	A1	noun		
die	STOP LIVING	A1	verb		
nose	ON FACE	A1	noun	body and health	
work	DO JOB	A1	verb		
good	PLEASANT	A1	adjective	describing things	
good	SUCCESSFUL	A1	adjective	people: personality	
slow	NOT FAST	A1	adjective		
cup	DRINKING CONTAINER	A1	noun	food and drink	
bedroom		A1	noun	homes and buildings	
winter		A1	noun	natural world	
walk		A1	verb	people: actions	
business	SELLING	A1	noun	shopping	
cell phone		A1	noun		
dancing		A1	noun		
begin	START TO HAPPEN	A1	verb		
travel	MAKE JOURNEY	A1	verb		
no	NEGATIVE ANSWER	A1	adverb	communication	
close	NEAR	A1	adjective	describing things	
short	LENGTH/DISTANCE/HEIGHT	A1	adjective		
mouth		A1	noun	body and health	
cracker		A1	noun	food and drink	
bathroom	ROOM	A1	noun	homes and buildings	
wind		A1	noun	natural world	
visit	SEE A PERSON	A1	verb	people: actions	
sport	GAME	A1	noun	shopping	
board	CLASSROOM	A1	noun		
quarter	TIME	A1	noun		
teach	GIVE LESSONS	A1	verb		
sorry	APOLOGY	A1	adjective	communication	
clean	NOT DIRTY	A1	adjective	describing things	
young		A1	adjective	people: appearance	
same	NOT ANOTHER	A1	adjective		
zoo		A1	noun	animals	
coffee shop		A1	noun	food and drink	
address	BUILDING DETAILS	A1	noun	homes and buildings	
town	PLACE	A1	noun	natural world	
stop	FINISH	A1	verb	people: actions	
game	ACTIVITY/SPORT	A1	noun	shopping	
refrigerator		A1	noun		
year	TWELVE MONTHS	A1	noun		
people		A1	noun		
swim		A1	verb		
good	PLEASED	A1	adjective	communication	
brown		A1	adjective	describing things	
small	YOUNG	A1	adjective	people: appearance	
safe	NOT IN DANGER	A1	adjective		
sheep		A1	noun	animals	
leg		A1	noun	body and health	
café		A1	noun	food and drink	
have	EAT/DRINK	A1	verb	food and drink	
summer		A1	noun	natural world	
start	BEGIN	A1	verb	people: actions	
football	BALL	A1	noun	shopping	
doctor		A1	noun		
weekend		A1	noun		
foot	BODY PART	A1	noun	body and health	
study	SCHOOL/COLLEGE	A1	verb		
dear	IN LETTERS	A1	adjective	communication	
blue	COLOR	A1	adjective	describing things	
slim	THIN	A1	adjective	people: appearance	
right	CORRECT	A1	adjective		
yesterday		A1	adverb		
pig		A1	noun	animals	
head	BODY	A1	noun	body and health	
week	MONDAY TO FRIDAY	A1	noun		
face	HEAD	A1	noun	body and health	
sing		A1	verb		
